name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,website_url,linkedin_company_url,careers_url,crunchbase_url,recommended_functions,rationale,source,source_url,awesomefintech_categories,awesomefintech_rank
Taulia,FinTech,Digital Lending,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Digital Lending #1. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/digital-lending/,Digital Lending,Digital Lending #1
TaxBit,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #42. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #42
Tessian,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #37. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #37
The ID Co.,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #49. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #49
Tide,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #34. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #34
Toast,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #21, Payments #14. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments,Top 200 #21; Payments #14
Tongdun Technology,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #8, AI #17. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech; AI,RegTech #8; AI #17
Toss,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #16. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #16
Trade Republic,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #15, WealthTech #3. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,Top 200; WealthTech,Top 200 #15; WealthTech #3
Tradeshift,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #15, Digital Lending #27. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Digital Lending,Payments #15; Digital Lending #27
Transwarp Technology,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #29. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #29
Treasury Prime,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #30. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #30
Trifacta,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #20, AI #32. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech; AI,RegTech #20; AI #32
Trumid,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #17. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #17
Uala,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #41, Payments #28, Banking #24, Neobanks #15. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Top 200; Payments; Banking; Neobanks,Top 200 #41; Payments #28; Banking #24; Neobanks #15
Unico,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #30. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #30
Unnax,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #45
Unqork,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Banking #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking,Banking #45
Upgrade,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #30. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #30
Upstart,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #22, Digital Lending #36, AI #9. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Digital Lending; AI,Banking #22; Digital Lending #36; AI #9
Varo Money,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Payments #38, Banking #30, Neobanks #19, WealthTech #19. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments; Banking; Neobanks; WealthTech,Payments #38; Banking #30; Neobanks #19; WealthTech #19
Verafin,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #34, RegTech #4. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; RegTech,Banking #34; RegTech #4
Very Good Security,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #46
Viva Wallet,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Neobanks #44. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks,Neobanks #44
Wacai,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #44, WealthTech #23. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; WealthTech,Banking #44; WealthTech #23
WeBull,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #43. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #43
WeCash,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #27. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #27
WeLab,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #20, Digital Lending #34. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Digital Lending,Banking #20; Digital Lending #34
Wealthfront,FinTech,Neobanks,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Neobanks #40, WealthTech #47. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/challenger-banks/,Neobanks; WealthTech,Neobanks #40; WealthTech #47
Wealthsimple,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #5. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #5
WorkFusion,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #47, RegTech #10, AI #20. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; RegTech; AI,Banking #47; RegTech #10; AI #20
WorldRemit,FinTech,Payments,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Payments #47. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/payments/,Payments,Payments #47
Wunder Capital,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #44. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #44
YITU Technology,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #16. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #16
YieldStreet,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #36. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #36
Youtility,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #50. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #50
Zest AI,FinTech,AI,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: AI #22. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/artificial-intelligence/,AI,AI #22
figo,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #36. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #36
iCapital Network,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Top 200 #34, WealthTech #6. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,Top 200; WealthTech,Top 200 #34; WealthTech #6
iwoca,FinTech,Banking,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: Banking #25, Digital Lending #41, WealthTech #7. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/banking/,Banking; Digital Lending; WealthTech,Banking #25; Digital Lending #41; WealthTech #7
modalmais,FinTech,WealthTech,Tier 2,7,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: WealthTech #25. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/wealth-tech/,WealthTech,WealthTech #25
nCino,FinTech,RegTech,Tier 2,8,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #22. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,RegTech,RegTech #22
nanopay,FinTech,Open Banking,Tier 1,9,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Open Banking #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/open-banking/,Open Banking,Open Banking #46
wefox,FinTech,Top 200,Tier 3,6,Global,,,,,,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: Top 200 #18. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/top/200/,Top 200,Top 200 #18
