name,sector,sub_sector,priority_tier,lean_fit_score,region,country,hq,employees,website_url,linkedin_company_url,careers_url,recommended_functions,rationale,source,source_url,source_profile_url,awesomefintech_categories,awesomefintech_rank,data_sources
Inceku,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Inceku,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Inceku is a white-label mobile wallet designed especially for hotels to provide guests with the ultimate hospitality experience. The on-demand services are available via the guest's own smartphone, enabling the hotel to engage them beyond the confines of the hotel walls, even after they have checked out. Inceku's plug-and-play platform collects, analyzes, and explores relevant data about guests and provides smart insights so the hotel can better respond to their needs. It can be related to hotel facilities, outsource services, or other “in hotel purchases” and predicts which offer has the best potential to end in a transaction. By using the “@hotel"" digital wallet, hotels can lower the administrative burden on front-desk staff by offering streamlined check-in and check-out processes direct from a device.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/inceku,,,FinTech Weekly directory
Ivory Software,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Ivory+Software,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Ivory Software develops tailored trading-software solutions for the securities industry that transform processing requirements into manageable and easy tasks.  Ivory combines powerful compliance, trading, and post-trade functionality with an integrated and fully supported FIX network. It accelerates the investment process, improving the accuracy and efficiency of users' information management so they can achieve better investment performance.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/ivory-software,,,FinTech Weekly directory
Jumio,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Jumio,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #25, AI #35. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech; AI,RegTech #25; AI #35,AwesomeFinTech public directory
KYC Station,FinTech,RegTech,Tier 2,8,MENA,Israel,Tel Aviv,10,,https://www.linkedin.com/search/results/companies/?keywords=KYC+Station,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/kyc-station,,,FinTech Weekly directory
Kyriba,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Kyriba,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #31,AwesomeFinTech public directory
LoCoins Ltd.,FinTech,RegTech,Tier 2,8,Europe,United Kingdom,"Berkhamsted, Ljubljana",3,,https://www.linkedin.com/search/results/companies/?keywords=LoCoins+Ltd.,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Exchange cryptocurrencies in every corner shop! LoCoins is a turnkey solution for handling crypto to cash exchanges (and vice versa) over the counter. Local, fast and secure service for customers while retailers benefit from not having to deal with compliance, liquidity, volatility and security risks.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/locoins-ltd,,,FinTech Weekly directory
MetricStream,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=MetricStream,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #28. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #28,AwesomeFinTech public directory
My Single Point,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=My+Single+Point,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","My Single Point (MSP) provides management with tangible, actionable insights designed to drive organizations toward meeting their goals. MSP orchestrates the data in existing IT systems, streamlining the process and enabling contextual collaboration and communication by connecting strategy, budget, projects, resources, and risks. My Single Point’s solution has been implemented successfully in the financial and telco vertical cross, EMEA, where it has a track record of boosting operational alignment and efficiency.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/my-single-point,,,FinTech Weekly directory
NAVEX Global,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=NAVEX+Global,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #12. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #12,AwesomeFinTech public directory
NGCOMPLIANCE,FinTech,RegTech,Tier 2,8,Europe,Netherlands,Utrecht,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=NGCOMPLIANCE,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",ngCompliance is the provider of next generation enterprise solutions in the area of anti-bribery legislation.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/ngcompliance,,,FinTech Weekly directory
NICE Systems,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=NICE+Systems,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","NICE Systems is a global leader in developing intent-based solutions designed to capture and analyze interactions and transactions, realize intent, and extract and leverage insights to enable real-time response. Driven by cross-channel and multi-sensor analytics, NICE’s solutions enable organizations to improve business performance, increase operational efficiency, prevent financial crime, ensure compliance, and enhance safety and security. NICE serves over 25,000 organizations in the enterprise and security sectors, representing a variety of sizes and industries in more than 150 countries, including over 80 of the Fortune 100 companies.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/nice-systems,,,FinTech Weekly directory
NorthRow,FinTech,RegTech,Tier 2,8,Europe,United Kingdom,Thame,,,https://www.linkedin.com/search/results/companies/?keywords=NorthRow,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",NorthRow is an established RegTech business that helps financial services organisations to improve operational efficiency and customer experience whilst reducing compliance risk.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/northrow,,,FinTech Weekly directory
Propcy,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Propcy,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Propcy digitizes residential real estate transactions by providing residential brokers unprecedented in-depth property pricing and analysis, a way to seamlessly communicate with clients, search properties together, and streamline the financing process in one place, making the transaction quicker, simpler and more transparent. Using machine-learning algorithms, Propcy analyzes millions of data points to achieve accurate pricing. Propcy reveals the relevant comps and supports investment approaches such as flipping and cash flow appreciation indications, allowing its users to take more informed decisions.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/propcy,,,FinTech Weekly directory
Prove,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Prove,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #21. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #21,AwesomeFinTech public directory
QUMRAM,FinTech,RegTech,Tier 2,8,Europe,Switzerland,Zurich,21 to 50,,https://www.linkedin.com/search/results/companies/?keywords=QUMRAM,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Qumram provides a solution to record individual user sessions on web, native mobile apps and social media with the purpose to ensure regulatory compliance.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/qumram,,,FinTech Weekly directory
Quartix,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Quartix,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Quartix is the developer of a cloud-based platform designed to seamlessly and securely connect buyers, suppliers, and funders within a single, financially beneficial ecosystem for a win-win-win solution. With Quartix, suppliers sell outstanding invoices issued to their buyers on a non-recourse basis and get cash at highly attractive rates; buyers support and strengthen the supply chain with minimal effort while enjoying an ongoing financial return; and funders tap in to an attractive, otherwise inaccessible flow and receive a higher-than-average yield according to their dynamic-risk appetite and investment capacity.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/quartix,,,FinTech Weekly directory
RecordSure,FinTech,RegTech,Tier 2,8,Europe,UK,London,42,,https://www.linkedin.com/search/results/companies/?keywords=RecordSure,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","RecordSure is a pioneering compliance solution that uses state-of-the-art audio hardware and Artificial Intelligence to record, monitor and analyse conversations between company advisers and consumers - even if they're face-to-face.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/recordsure,,,FinTech Weekly directory
Riskcovry- Digital Insurance Partner,FinTech,RegTech,Tier 2,8,APAC,India,Mumbai,11-50,,https://www.linkedin.com/search/results/companies/?keywords=Riskcovry-+Digital+Insurance+Partner,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Riskcovry- InsurTech solution to enable complete insurance lifecycle to your customers seamlessly and
holistically.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/riskcovry-digital-insurance-partner,,,FinTech Weekly directory
Riskified,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Riskified,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #19, AI #31. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech; AI,RegTech #19; AI #31,AwesomeFinTech public directory
Safened,FinTech,RegTech,Tier 2,8,Europe,Netherlands,"Amsterdam, London, Barcelona, New York",200+,,https://www.linkedin.com/search/results/companies/?keywords=Safened,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","SAFENED is a fast-growing Fintech company, driven by a vision to turn financial risk and regulatory challenges into simple and secure solutions. Our core product is an end-to-end digital KYC onboarding solution that protects our partners against fraud, risk and identity theft.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/safened,,,FinTech Weekly directory
ScaleFactor,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=ScaleFactor,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #45. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #45,AwesomeFinTech public directory
SecuredTouch,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=SecuredTouch,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","SecuredTouch Inc offers an innovative authentication and risk-assessment platform for mobile applications. The SecuredTouch solution prevents identity fraud via a real-time verification process that allows users maximum functionality and zero friction on their devices. To differentiate between real users and imposters, SecuredTouch collects, monitors, and analyzes each user's ""touch signature,"" or unique physical interaction with touchscreen devices. Using over 100 different parameters obtained from device sensors, this solution eliminates the need for passwords, SMS verification codes, etc. The strong authentication factor is extremely difficult for a fraudster to defeat and prevents multiple types of potential attacks. The SecuredTouch solution integrates seamlessly and easily into clients' mobile apps. Once implemented, the platform detects and prevents account takeover fraud, blocks ",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/securedtouch,,,FinTech Weekly directory
Shield FC,FinTech,RegTech,Tier 2,8,Europe,Denmark,Copenhagen; Tel Aviv,20,,https://www.linkedin.com/search/results/companies/?keywords=Shield+FC,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","The financial regulation era is here, and it only takes one breach.
With that in mind, Shield FC developed a solution that addresses the challenge of increasing number of eComms platforms and data sources used during the trade lifecycle. Shield delivers powerful analysis and investigation capabilities, covering the scope of record-keeping, including GDPR enablement, compliance archiving, compliance investigation, best execution reconstruction and supports operational performance. With out of the box detection modules and Machine Learning capabilities, we help compliance teams identify and prevent that one breach.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/shield-fc,,,FinTech Weekly directory
Shufti Pro,FinTech,RegTech,Tier 2,8,Europe,UK,"Bath, UK | Riga, Latvia | Angelholm, Sweden",50,,https://www.linkedin.com/search/results/companies/?keywords=Shufti+Pro,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Shufti Pro is an identity verification application that offers an intelligent mechanism for the verification of ID card, Passport, Driving License, and Credit/Debit card. Shufti Pro is an online verification application designed to minimize online identity frauds while providing businesses a viable solution to trim down the risks involved and increase efficiency while doing KYC. Shufti Pro is global and supports ALL languages and ALL countries.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/shufti-pro,,,FinTech Weekly directory
Square One,FinTech,RegTech,Tier 2,8,North America,Canada,Vancouver,50,,https://www.linkedin.com/search/results/companies/?keywords=Square+One,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Square One has created a seamless online process for purchasing and managing home or tenant insurance policies. This keeps overhead costs low, creating savings for customers, and the ability to provide a significant range of different insurance products.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/square-one,,,FinTech Weekly directory
Sysnet Global Solutions,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Sysnet+Global+Solutions,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #16. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #16,AwesomeFinTech public directory
TALLYSTICKS,FinTech,RegTech,Tier 2,8,Europe,UK,London,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=TALLYSTICKS,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Tallysticks is a blockchain based invoicing network that streamlines the invoicing process by creating an encrypted, distributed ledger shared by all parties involved.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/tallysticks,,,FinTech Weekly directory
TRADEWORKS,FinTech,RegTech,Tier 2,8,Europe,Denmark,Copenhagen,21 to 50,,https://www.linkedin.com/search/results/companies/?keywords=TRADEWORKS,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Tradeworks helps private traders improve their performance by seamlessly automating their trading strategies.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/tradeworks,,,FinTech Weekly directory
Tessian,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Tessian,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #37. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #37,AwesomeFinTech public directory
Tongdun Technology,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Tongdun+Technology,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #8, AI #17. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech; AI,RegTech #8; AI #17,AwesomeFinTech public directory
Trifacta,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Trifacta,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","AwesomeFinTech public directory signal: RegTech #20, AI #32. Prioritize for Lean talent mapping by category fit and funding/rank signal.",AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech; AI,RegTech #20; AI #32,AwesomeFinTech public directory
Very Good Security,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=Very+Good+Security,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #46. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #46,AwesomeFinTech public directory
Way2Vat,FinTech,RegTech,Tier 2,8,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Way2Vat,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Way2Vat Ltd offers easy, cloud-based travel expense management of automated foreign VAT reclaims for global companies. The company’s B2B2E application aims to revolutionize the way VAT is reclaimed by companies conducting business in foreign countries and regions, including Europe, APAC, Africa, and the Middle East. Way2Vat’s platform allows business travelers to easily scan travel invoices with their smartphones for automated reporting and reimbursement, and provides them with comprehensive travel reports at the end of their trips. CFOs will appreciate the increased revenues, efficiency, accuracy, and transparency that Way2Vat provides as well. Designed to transform a complicated, tedious, and highly bureaucratic process into a seamless one that increases a company’s bottom line, Way2Vat’s market potential is estimated at $20B of unclaimed foreign business VAT each year.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/way2vat,,,FinTech Weekly directory
XCH4NGE,FinTech,RegTech,Tier 2,8,Europe,United Kingdom,London,15-20,,https://www.linkedin.com/search/results/companies/?keywords=XCH4NGE,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","XCH4NGE was established in the UK to allow our users to buy, sell, store and exchange cryptocurrency. We aim to provide a simple and secure way to enter the cryptocurrency markets with your fiat. The XCH4NGE P2P platform connects you to other verified users in our marketplace, while our industry-leading digital asset security and encryption keeps you safe.
We offer 24/7 live (human) support with transparent benchmarks for response and resolution times so our users know what to expect. Our pricing structure is transparent and competitive, with no hidden fees. We also have no withdrawal or deposit maximum/minimum amounts, only those set by the respective blockchains.
We work with a leading UK credit agency to perform KYC verification on all users, preventing fraud and money laundering. This removes the responsibility of checking identity from the user, saving busy sellers hours a day. Unli",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/xch4nge,,,FinTech Weekly directory
iDenfy,FinTech,RegTech,Tier 2,8,Europe,Lithuania,Kaunas,12,,https://www.linkedin.com/search/results/companies/?keywords=iDenfy,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",A web and app tool for online ID verification,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/idenfy,,,FinTech Weekly directory
nCino,FinTech,RegTech,Tier 2,8,Global,,,,,https://www.linkedin.com/search/results/companies/?keywords=nCino,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",AwesomeFinTech public directory signal: RegTech #22. Prioritize for Lean talent mapping by category fit and funding/rank signal.,AwesomeFinTech public directory,https://www.awesomefintech.com/category/regtech/,,RegTech,RegTech #22,AwesomeFinTech public directory
Careem Pay,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.careem.com,https://www.linkedin.com/company/careem,https://www.careem.com/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Dubizzle Group,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.dubizzle-group.com,https://www.linkedin.com/company/dubizzle-group,https://www.dubizzle-group.com/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Kitopi,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.kitopi.com,https://www.linkedin.com/company/kitopi,https://www.kitopi.com/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Liv.,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.liv.me,https://www.linkedin.com/company/livbank,https://www.liv.me/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Mashreq Neo,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.mashreq.com,https://www.linkedin.com/company/mashreq-bank,https://www.mashreq.com/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Noon,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.noon.com,https://www.linkedin.com/company/noon,https://www.noon.com/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Property Finder,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.property-finder.com,https://www.linkedin.com/company/property-finder,https://www.property-finder.com/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
STC Pay,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://stcpay.com.sa,https://www.linkedin.com/company/stc-pay,https://stcpay.com.sa/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Talabat,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.talabat.com,https://www.linkedin.com/company/talabat,https://www.talabat.com/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Wio Bank,FinTech,Regional Scale-Ups & Digital Finance,Tier 3,7,MENA / GCC,,,,https://www.wio.io,https://www.linkedin.com/company/wio-bank,https://www.wio.io/careers,"Product, Growth, Commercial, Operations","Tier 3 Regional Scale-Ups & Digital Finance talent pool for Lean. Useful for product, growth, commercial, operations mapping.",Lean 150 curated universe,,,,,Lean 150 curated universe
Authdata,FinTech,Security,Tier 3,6,Europe,Germany,,,,https://www.linkedin.com/search/results/companies/?keywords=Authdata,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",nan,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/authdata,,,FinTech Weekly directory
BUSINESSFORENSICS,FinTech,Security,Tier 3,6,Europe,Netherlands,Nieuwegein,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=BUSINESSFORENSICS,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",BusinessForensics offers the next generation solution for fraud management and financial crime prevention.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/businessforensics,,,FinTech Weekly directory
BillRun Technologies,FinTech,Security,Tier 3,6,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=BillRun+Technologies,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","BillRun Technologies Ltd provides enterprise-level companies of all sizes with reduced-TCO, open-source billing solutions, and value-added services for improved performance. The solutions are deployed either on-premises or cloud/as-a-service. BillRun serves four needs: short time-to-market, phenomenal flexibility, effortless scalability, and time saving. The company's services cover each stage of the service provider business life cycle, from building a vision and strategy, through implementation and transformation, to operations.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/billrun-technologies,,,FinTech Weekly directory
CRYPHO,FinTech,Security,Tier 3,6,Europe,Norway,T_nsberg,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=CRYPHO,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Crypho lets businesses share confidential files & conversations through their web browser, protected with end-to-end strong encryption.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/crypho,,,FinTech Weekly directory
CRYPTA LABS,FinTech,Security,Tier 3,6,Europe,UK,London,1 to 10,,https://www.linkedin.com/search/results/companies/?keywords=CRYPTA+LABS,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Crypta Labs is an award winning mobile security startup developing a Quantum Random Number Generator from a smartphone. They join a prestigious group of less than a dozen companies in the world that has this capability.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/crypta-labs,,,FinTech Weekly directory
ECLECTICIQ,FinTech,Security,Tier 3,6,Europe,Netherlands,Amsterdam,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=ECLECTICIQ,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",EclecticIQ is an applied cyber intelligence technology provider that enables enterprise security programs and governments to bootstrap a threat intelligence practice.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/eclecticiq,,,FinTech Weekly directory
GUARDSQUARE,FinTech,Security,Tier 3,6,Europe,Belgium,Heverlee,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=GUARDSQUARE,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",GuardSquare is the world’s leading provider of optimisation and obfuscation software for android.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/guardsquare,,,FinTech Weekly directory
ONEGINI,FinTech,Security,Tier 3,6,Europe,Netherlands,Utrecht,21 to 50,,https://www.linkedin.com/search/results/companies/?keywords=ONEGINI,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Onegini protects customer personal data and enables secure transactions, using any device any time.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/onegini,,,FinTech Weekly directory
Prontoly,FinTech,Security,Tier 3,6,MENA,Israel,,,,https://www.linkedin.com/search/results/companies/?keywords=Prontoly,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance","Prontoly has developed a proximity-based authentication technology that identifies users via their mobile device. Prontoly employs industry-standard security, using two-factor TOTP authentication without requiring the user’s active involvement in the process. The only requirement of the user is that his or her phone or wearable tech is next to the device requesting authentication. The connection is made through the emission and detection of imperceptible sounds using the device’s microphone and speakers and doesn’t require extra hardware.",FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/prontoly,,,FinTech Weekly directory
RAVELIN,FinTech,Security,Tier 3,6,Europe,UK,London,11 to 20,,https://www.linkedin.com/search/results/companies/?keywords=RAVELIN,,"Engineering, Product, Commercial, Partnerships, Risk/Compliance",Ravelin Technology Limited is a smart fraud prevention platform that helps online businesses detect and address fraud and other malicious behaviour on their digital properties.,FinTech Weekly directory,https://www.fintechweekly.com/fintech-companies/,https://www.fintechweekly.com/fintech-companies/ravelin,,,FinTech Weekly directory
